name,id,texture,count,quality,canUse,level,levelColHeader,minBid,minIncrement,buyoutPrice,bidAmount,highBidder,bidderFullName,owner,ownerFullName,saleStatus
1445,1445,135038,1,-1,false,854894080,9031,0,9506,0,false,0
1445,1445,135038,1,-1,false,854894080,9032,0,9507,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,167,0,176,0,false,0
Light Leather,2318,134252,20,1,true,1,REQ_LEVEL_ABBR,5050,0,7500,0,false,0
Light Leather,2318,134252,20,1,true,1,REQ_LEVEL_ABBR,450,0,7500,0,false,0
Light Leather,2318,134252,20,1,true,1,REQ_LEVEL_ABBR,20,0,112300,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,20,1,true,1,REQ_LEVEL_ABBR,20,0,112300,0,false,0
Light Leather,2318,134252,20,1,true,1,REQ_LEVEL_ABBR,450,0,7500,0,false,0
Light Leather,2318,134252,10,1,true,1,REQ_LEVEL_ABBR,225,0,5000,0,false,0
Light Leather,2318,134252,20,1,true,1,REQ_LEVEL_ABBR,450,0,7500,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,20,1,true,1,REQ_LEVEL_ABBR,5050,0,7500,0,false,0
Light Leather,2318,134252,20,1,true,1,REQ_LEVEL_ABBR,3363,0,3540,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,20,1,true,1,REQ_LEVEL_ABBR,3550,0,3550,0,false,0
Light Leather,2318,134252,18,1,true,1,REQ_LEVEL_ABBR,4505,0,6000,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,167,0,176,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,167,0,176,0,false,0
Light Leather,2318,134252,20,1,true,1,REQ_LEVEL_ABBR,5050,0,7500,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,20,1,true,1,REQ_LEVEL_ABBR,450,0,10000,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,167,0,176,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,167,0,176,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,167,0,176,0,false,0
Light Leather,2318,134252,20,1,true,1,REQ_LEVEL_ABBR,3350,0,3500,0,false,0
Light Leather,2318,134252,19,1,true,1,REQ_LEVEL_ABBR,427,0,7500,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,20,1,true,1,REQ_LEVEL_ABBR,3363,0,3540,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,20,1,true,1,REQ_LEVEL_ABBR,20,0,112300,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,20,1,true,1,REQ_LEVEL_ABBR,20,0,112300,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,167,0,176,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,20,1,true,1,REQ_LEVEL_ABBR,1950,0,4500,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,20,1,true,1,REQ_LEVEL_ABBR,5020,0,10092,0,false,0
Light Leather,2318,134252,20,1,true,1,REQ_LEVEL_ABBR,20,0,112300,0,false,0
Light Leather,2318,134252,20,1,true,1,REQ_LEVEL_ABBR,2500,0,4000,0,false,0
Light Leather,2318,134252,3,1,true,1,REQ_LEVEL_ABBR,500,0,1500,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,20,1,true,1,REQ_LEVEL_ABBR,20,0,112300,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,20,1,true,1,REQ_LEVEL_ABBR,30450,0,40000,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,167,0,176,0,false,0
Light Leather,2318,134252,19,1,true,1,REQ_LEVEL_ABBR,4027,0,4100,0,false,0
Light Leather,2318,134252,20,1,true,1,REQ_LEVEL_ABBR,5020,0,10092,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,199,0,199,0,false,0
Light Leather,2318,134252,20,1,true,1,REQ_LEVEL_ABBR,3350,0,3500,0,false,0
Light Leather,2318,134252,20,1,true,1,REQ_LEVEL_ABBR,3350,0,3500,0,false,0
Light Leather,2318,134252,11,1,true,1,REQ_LEVEL_ABBR,1819,0,1914,0,false,0
Light Leather,2318,134252,20,1,true,1,REQ_LEVEL_ABBR,3287,0,3460,0,false,0
Light Leather,2318,134252,20,1,true,1,REQ_LEVEL_ABBR,3287,0,3460,0,false,0
Light Leather,2318,134252,11,1,true,1,REQ_LEVEL_ABBR,1808,0,1903,0,false,0
Light Leather,2318,134252,20,1,true,1,REQ_LEVEL_ABBR,3268,0,3440,0,false,0
Light Leather,2318,134252,20,1,true,1,REQ_LEVEL_ABBR,3268,0,3440,0,false,0
Light Leather,2318,134252,17,1,true,1,REQ_LEVEL_ABBR,2778,0,2924,0,false,0
Light Leather,2318,134252,4,1,true,1,REQ_LEVEL_ABBR,750,0,775,0,false,0
Light Leather,2318,134252,4,1,true,1,REQ_LEVEL_ABBR,750,0,775,0,false,0
Light Leather,2318,134252,4,1,true,1,REQ_LEVEL_ABBR,750,0,775,0,false,0
Light Leather,2318,134252,4,1,true,1,REQ_LEVEL_ABBR,750,0,775,0,false,0
Light Leather,2318,134252,4,1,true,1,REQ_LEVEL_ABBR,750,0,775,0,false,0
Light Leather,2318,134252,20,1,true,1,REQ_LEVEL_ABBR,3439,0,3439,0,false,0
Light Leather,2318,134252,13,1,true,1,REQ_LEVEL_ABBR,2235,0,2235,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,161,0,170,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,161,0,170,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,161,0,170,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,161,0,170,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,161,0,170,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,161,0,170,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,161,0,170,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,161,0,170,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,161,0,170,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,161,0,170,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,161,0,170,0,false,0
Light Leather,2318,134252,1,1,true,1,REQ_LEVEL_ABBR,161,0,170,0,false,0
Light Leather,2318,134252,20,1,true,1,REQ_LEVEL_ABBR,3211,0,3380,0,false,0
Light Leather,2318,134252,15,1,true,1,REQ_LEVEL_ABBR,2409,0,2535,0,false,0
Light Leather,2318,134252,16,1,true,1,REQ_LEVEL_ABBR,360,0,1500,0,false,0
Light Leather,2318,134252,12,1,true,1,REQ_LEVEL_ABBR,1061,0,1116,0,false,0
Light Leather,2318,134252,3,1,true,1,REQ_LEVEL_ABBR,63,0,276,0,false,0
Green Hakkari Bijou,19711,132529,1,3,false,58,REQ_LEVEL_ABBR,60000,0,65000,0,false,0
4818,4818,135329,1,-1,false,854894080,190000,0,199999,0,false,0
21547,21547,134942,1,-1,false,854894080,5694,0,5993,0,false,0
21547,21547,134942,1,-1,false,854894080,5693,0,5992,0,false,0
21547,21547,134942,1,-1,false,854894080,5692,0,5991,0,false,0
3195,3195,132401,1,-1,false,854894080,3800,0,4000,0,false,0
3195,3195,132401,1,-1,false,854894080,22058,0,30000,0,false,0
3195,3195,132401,1,-1,false,854894080,5700,0,6000,0,false,0
3195,3195,132401,1,-1,false,854894080,3800,0,3999,0,false,0
Lichbloom,36905,134225,20,1,true,1,REQ_LEVEL_ABBR,377986,0,397880,0,false,0
Lichbloom,36905,134225,20,1,true,1,REQ_LEVEL_ABBR,379715,0,399700,0,false,0
Lichbloom,36905,134225,20,1,true,1,REQ_LEVEL_ABBR,379715,0,399700,0,false,0
Lichbloom,36905,134225,20,1,true,1,REQ_LEVEL_ABBR,379715,0,399700,0,false,0
Lichbloom,36905,134225,20,1,true,1,REQ_LEVEL_ABBR,379715,0,399700,0,false,0
Lichbloom,36905,134225,20,1,true,1,REQ_LEVEL_ABBR,379886,0,399880,0,false,0
Lichbloom,36905,134225,20,1,true,1,REQ_LEVEL_ABBR,379696,0,399680,0,false,0
Lichbloom,36905,134225,20,1,true,1,REQ_LEVEL_ABBR,399620,0,399620,0,false,0
Lichbloom,36905,134225,20,1,true,1,REQ_LEVEL_ABBR,379715,0,399700,0,false,0
Lichbloom,36905,134225,12,1,true,1,REQ_LEVEL_ABBR,227829,0,239820,0,false,0
Lichbloom,36905,134225,20,1,true,1,REQ_LEVEL_ABBR,399620,0,399620,0,false,0
Lichbloom,36905,134225,20,1,true,1,REQ_LEVEL_ABBR,399620,0,399620,0,false,0
Lichbloom,36905,134225,3,1,true,1,REQ_LEVEL_ABBR,56981,0,59979,0,false,0
Lichbloom,36905,134225,20,1,true,1,REQ_LEVEL_ABBR,379715,0,399700,0,false,0
Lichbloom,36905,134225,20,1,true,1,REQ_LEVEL_ABBR,379658,0,399640,0,false,0
Lichbloom,36905,134225,20,1,true,1,REQ_LEVEL_ABBR,379658,0,399640,0,false,0
Lichbloom,36905,134225,20,1,true,1,REQ_LEVEL_ABBR,379658,0,399640,0,false,0
Lichbloom,36905,134225,20,1,true,1,REQ_LEVEL_ABBR,379715,0,399700,0,false,0
Lichbloom,36905,134225,20,1,true,1,REQ_LEVEL_ABBR,379715,0,399700,0,false,0
Lichbloom,36905,134225,3,1,true,1,REQ_LEVEL_ABBR,56710,0,59694,0,false,0
Lichbloom,36905,134225,3,1,true,1,REQ_LEVEL_ABBR,56710,0,59694,0,false,0
Lichbloom,36905,134225,20,1,true,1,REQ_LEVEL_ABBR,379715,0,399700,0,false,0
Lichbloom,36905,134225,20,1,true,1,REQ_LEVEL_ABBR,379715,0,399700,0,false,0
Lichbloom,36905,134225,20,1,true,1,REQ_LEVEL_ABBR,379715,0,399700,0,false,0
Lichbloom,36905,134225,20,1,true,1,REQ_LEVEL_ABBR,461320,0,27110100,0,false,0
Lichbloom,36905,134225,20,1,true,1,REQ_LEVEL_ABBR,379658,0,399640,0,false,0
Lichbloom,36905,134225,20,1,true,1,REQ_LEVEL_ABBR,379658,0,399640,0,false,0
Lichbloom,36905,134225,20,1,true,1,REQ_LEVEL_ABBR,379772,0,399760,0,false,0
Lichbloom,36905,134225,20,1,true,1,REQ_LEVEL_ABBR,379772,0,399760,0,false,0
Lichbloom,36905,134225,20,1,true,1,REQ_LEVEL_ABBR,379772,0,399760,0,false,0
Lichbloom,36905,134225,20,1,true,1,REQ_LEVEL_ABBR,379772,0,399760,0,false,0
Lichbloom,36905,134225,20,1,true,1,REQ_LEVEL_ABBR,399620,0,399620,0,false,0
Lichbloom,36905,134225,20,1,true,1,REQ_LEVEL_ABBR,399620,0,399620,0,false,0
Lichbloom,36905,134225,20,1,true,1,REQ_LEVEL_ABBR,399620,0,399620,0,false,0
Lichbloom,36905,134225,20,1,true,1,REQ_LEVEL_ABBR,399620,0,399620,0,false,0
Lichbloom,36905,134225,20,1,true,1,REQ_LEVEL_ABBR,379886,0,399880,0,false,0
Lichbloom,36905,134225,20,1,true,1,REQ_LEVEL_ABBR,379715,0,399700,0,false,0
Lichbloom,36905,134225,20,1,true,1,REQ_LEVEL_ABBR,377986,0,397880,0,false,0
Lichbloom,36905,134225,20,1,true,1,REQ_LEVEL_ABBR,377986,0,397880,0,false,0
